	Exp027703	Exp027705	Exp027706	Exp027710	Exp027718	Exp027719	Exp027720	Exp027723	Exp027727	Exp031328	Exp033151	Exp033884	Exp033885	Exp033892	Exp033897	Exp033899	Exp034539	Exp034558	Exp034561	Exp034562	Exp034566	Exp034568	Exp034955	Exp034956	Exp034957	Exp034958	Exp035076	Exp035077	Exp027707	Exp027709	Exp027711	Exp027713	Exp027716	Exp027721	Exp027722	Exp027724	Exp027728	Exp028551	Exp031327	Exp033040	Exp033042	Exp033043	Exp033044	Exp033045	Exp033294	Exp033298	Exp033883	Exp033886	Exp033887	Exp033888	Exp033889	Exp033893	Exp033895	Exp035078	Exp035079	Exp036989	Exp036990	Exp036992	Exp036993	Exp036994	Exp036995	Exp036996	Exp036997	Exp036998	Exp036999	Exp037000	Exp037001	Exp037002	Exp037003	Exp037004	Exp037005	Exp037007	Exp037009	Exp037010	Exp037011	Exp037012	Exp037016	Exp037018	Exp037020	Exp037021	Exp037022	Exp037023	Exp037024	Exp043648	Exp027725	Exp028546	Exp028547	Exp028548	Exp028550	Exp028837	Exp030426	Exp030909	Exp031239	Exp031241	Exp031330	Exp031332	Exp031333	Exp031334	Exp033003	Exp033005	Exp033041	Exp033047	Exp033048	Exp033049	Exp033148	Exp033149	Exp033150	Exp033295	Exp033296	Exp033297	Exp033299	Exp033301	Exp033303	Exp033880	Exp033881	Exp033890	Exp033891	Exp034526	Exp034527	Exp034528	Exp034529	Exp034530	Exp034531	Exp034532	Exp034533	Exp034540	Exp034541	Exp034542	Exp034552	Exp034560	Exp034563	Exp034565	Exp034952	Exp034954	Exp034966	Exp035060	Exp035061	Exp035062	Exp035066	Exp035067	Exp035080	Exp035081	Exp035083	Exp037006	Exp041345	Exp041346	Exp041347	Exp041348	Exp041349	Exp041351	Exp041353	Exp041354	Exp041355	Exp041357	Exp041358	Exp042805	Exp042811	Exp043639	Exp043641	Exp028839	Exp033002	Exp033152	Exp033302	Exp034567	Exp034961	Exp034962	Exp034964	Exp035063	Exp035064	Exp035065	Exp035069	Exp035070	Exp035071	Exp035072	Exp035073	Exp035074	Exp036991	Exp042803	Exp042810
FTH1	18.0861	11.662	2.3642	1.2614	0.8759	7.5408	2.6402	7.7478	0.4931	1.8409	0	10.3705	8.6696	18.5342	0.1632	2.191	17.594	1.6743	3.6991	1.0361	3.008	4.4493	5.347	2.4889	5.0518	2.1668	6.9511	2.5045	11.0165	12.6269	2.5385	5.6262	4.1225	7.4305	23.9418	43.9853	12.6661	55.7683	22.0187	1.8738	2.4209	15.0464	33.7174	0.3419	1.5591	8.1718	18.3563	10.3539	3.0204	1.9757	12.9698	4.075	9.0131	1.3774	16.8863	7.2983	168.9396	13.5271	3.5109	1.2873	3.5054	48.6624	3.3159	1.2423	2.8375	51.7221	7.9536	3.2347	2.3327	5.5115	10.0687	3.1447	0.0971	2.1893	2.0171	4.714	22.0026	4.9461	4.1341	10.9204	3.2168	3.4786	5.0865	14.9053	4.1574	121.9664	7.0916	11.1591	96.7023	7.4951	12.693	4.1604	6.606	13.0586	15.9179	11.153	17.2566	8.4203	26.0243	21.2576	0.9712	0.407	33.6622	24.1722	26.5054	1.6628	3.069	58.006	7.6349	22.195	48.8227	8.7046	7.202	54.3718	142.2943	20.1142	28.9604	1.3284	12.648	21.3645	9.1289	23.2718	21.0343	37.7069	16.0135	3.0615	0.0461	1.4113	2.2824	7.444	5.9352	5.8098	11.1651	17.2016	31.9965	21.1337	21.6438	6.2501	0.2011	1.9058	48.6932	2.6672	5.6874	6.96	9.1397	31.2022	6.5572	1.3982	30.3607	29.7206	8.6523	5.5825	12.1167	1.0645	8.4563	32.7216	2.3263	1.6353	13.5401	12.6326	3.6496	8.4284	0	13.574	10.8095	4.0062	30.5199	3.2258	2.7398	0.907	4.5391	27.7063	3.1697	0.1303	0.9849	31.3856	23.6846	11.3187	18.7209
ATP6V1H	0.8955	0.7034	0	0.0481	0.0946	0.3156	0.0729	0.2058	0.8786	0	1.0793	0.1784	0.401	0.2771	0.3482	0.2081	0.459	0.3485	0.1698	0.3286	0.3383	0.3612	0.0832	0.4323	0.2711	0.243	1.0469	0.3923	0.0334	0.0517	0	0.5543	0.1032	0.0879	0.2637	0.4647	0	0.3238	0	0.8307	0.6623	0.1094	1.0501	0.3476	0.4946	0.2671	0	0.0603	0.2244	0.3997	0.0359	0.142	0.0657	0.2662	0.9547	0.2825	0.3044	0.206	0.6432	0.3017	0	0.3247	0.1323	0.8691	0	0.6047	0.1721	0.7508	0.45	0.4785	0.1556	0.4021	0.8674	0.3885	0.1775	0.5557	0.3737	0.5932	0.2543	0.8063	0.7597	0.4904	0.455	0.5375	0.5404	0.3283	0.6854	0.4075	0.4832	0.3626	0.5697	0.1603	0.2528	0.2791	0.0941	0.3221	1.3988	0.3106	0	7.4542	0.8719	1.8705	5.1861	0.902	0.4099	0.0798	0.3005	0.3997	0.4831	0.3835	0.8336	0	0.2574	0.4085	0.9586	0.491	0.2416	0.0428	0.7308	0.5605	0.2045	0.0387	0.5035	0.2361	0.3359	0.3244	0.8032	0.8703	1.3915	0.3771	0.2302	0.2988	0.0203	0.7405	0.2846	0.4895	0.2991	0.7565	1.008	0.2192	0.1962	0.4696	0.7039	0.3862	0.5438	2.4387	0.6806	0.1719	1.3105	3.2479	0.7322	0.7194	0.499	0.1356	0.876	0.4781	0.4506	0.2814	0.0722	0.1763	0.3499	0.2135	0.1077	0.4256	0.5592	0.5761	0.1468	0.6119	0.2424	0.3196	0.1746	0.4905	0.8408	0.7247	0.1404	1.1225	0.3083	0.2362	0
PARP1	7.2217	2.8271	8.876	9.52	1.1963	4.3616	9.542	13.6897	6.2697	4.1647	15.9539	1.2449	3.1826	2.2096	4.3431	2.7269	5.7227	10.0677	2.0919	4.6684	10.3921	7.7192	4.7687	5.8141	5.5058	11.5837	12.2878	5.56	1.9329	2.3999	3.8318	1.1985	2.3686	2.6688	0.7975	4.4529	0.8692	4.7137	4.0996	8.2839	9.3127	3.6197	4.3499	3.1809	5.4673	5.0303	2.4633	10.4998	10.7323	8.9475	4.4328	13.3336	4.7666	2.2782	7.5226	1.2125	0.6429	0.8658	23.3137	2.6041	2.5344	17.2526	4.128	1.3796	15.233	3.7395	3.3154	7.6205	8.8665	1.6531	5.431	3.5385	7.1959	6.8322	8.8955	2.9698	2.3771	7.8833	3.8629	2.9448	3.3559	6.6197	3.3729	5.813	4.5775	3.6465	13.2211	2.4133	3.2658	5.4127	1.4592	7.7713	0.3365	2.4924	4.2278	11.2113	5.2484	8.0079	0.8342	0.2349	2.7959	0.0234	2.6289	1.4327	1.9246	1.0821	1.4633	4.4772	2.6004	0.858	3.0192	0.6054	10.03	1.5335	2.0104	3.3813	3.8408	9.2392	6.5029	6.6711	3.565	4.1659	5.7809	2.4268	4.8035	1.8125	1.3826	0.7316	4.7689	1.3932	2.7609	1.7785	1.4352	1.5465	0.6339	0.479	4.4586	2.4278	1.4309	1.603	2.923	6.0346	2.1973	1.1047	2.7988	0.9631	5.1892	2.2586	5.6032	6.524	5.4582	10.7217	4.0166	1.4003	5.0286	8.5207	5.2536	4.3707	4.435	1.9999	1.7594	2.3504	2.635	5.9141	8.6419	6.5479	8.0754	2.8333	5.4165	1.1387	3.3153	5.5808	2.7323	14.944	1.7432	18.3487	5.1401	15.2133	8.9094
SEPTIN7	1.8026	0.6602	0.1589	0.6817	0.3239	0.4514	1.4477	0.9868	1.2144	0.7892	0.0534	1.4939	1.0151	0.7682	1.3802	0.7229	2.2852	2.635	0.2118	0.8877	1.7869	1.3051	0.9563	1.7321	1.0164	1.9199	1.7378	1.1338	0.7106	0.512	1.0436	4.5117	1.0421	2.4724	2.5973	2.1396	0.9496	0.8556	5.6412	4.0521	4.7097	3.7564	5.0458	3.6594	2.9457	4.4147	0.6686	1.5738	1.9597	1.7067	0.8511	1.3959	1.6387	2.4918	2.2934	7.9264	4.7423	1.5555	1.8438	1.3381	3.1214	7.7078	4.966	2.3954	4.8028	3.0874	9.9143	2.6712	4.0619	10.391	2.0345	2.7534	11.805	2.7125	3.4671	8.8929	5.0311	5.2761	5.0672	2.5281	1.4423	2.9355	4.2631	5.2678	3.8839	1.4986	2.4086	1.3233	4.9075	2.3325	2.3651	1.2635	2.9794	0.9505	4.2561	10.3157	7.4967	3.1209	0.9798	1.6402	2.8503	0.5512	1.3055	3.0335	0.6894	0.9535	2.1311	1.1072	4.7431	0.8155	2.9384	1.1056	4.4548	2.9095	3.6679	6.3812	1.6393	2.0786	2.7585	4.6523	4.5243	6.0052	2.2793	2.3689	8.8379	0.2341	1.6283	1.4825	0.4564	1.7767	1.1891	1.5314	1.4454	1.2287	1.5463	1.0946	3.2478	0.748	1.6949	0.9735	4.899	0.9285	0.4883	0.9881	2.1894	2.1648	3.0147	2.0708	2.4352	5.0364	3.1035	1.2571	5.8703	0.2362	2.4373	3.3375	1.2966	3.1748	5.6251	1.0915	0.5674	0.1301	1.8055	1.4051	3.9321	2.3456	4.0075	5.6009	4.7277	0.4624	2.6118	3.2633	2.5614	11.2436	2.3051	3.3918	3.6954	17.5057	4.2002
HMGB3	29.803	0	17.1125	7.4067	0	7.7387	7.5269	0	0	0.4102	0.563	0.1474	2.9464	0.9063	8.6854	0.5471	6.4275	8.7807	23.5399	5.136	2.1278	2.4988	16.7948	3.2261	4.24	0.72	0.6432	1.1834	0	0.3422	0.5829	0	13.6496	0	0	0.4573	0	0	0	0	0.2859	0	0.3494	0.188	0.4008	0	1.1665	6.6212	0	2.7461	0.7776	0	2.6522	3.4393	10.004	0	0.2306	0	4.0286	0.9695	0	2.0137	0	0	4.1836	0	0	4.3253	0	0	1.2067	0.7539	6.4122	0.5407	2.1666	5.6744	5.0173	3.3542	3.9512	2.9259	5.5136	4.7252	3.021	1.9198	4.792	3.599	8.4409	3.0866	4.3317	2.1274	1.9666	23.1832	0.1955	2.205	0.7345	2.7343	2.8085	0.2476	0	0	0	0	6.5314	0	3.926	0	5.1121	7.8449	12.4724	17.2843	7.7196	0.5534	9.4231	4.0364	4.4294	7.9467	10.3959	10.4342	0.9754	5.7331	0.9361	6.3365	9.8522	6.2803	1.9935	0.8509	1.2239	5.6622	9.0671	4.8022	11.13	0	8.0505	0.9017	1.1661	0	0	0	0.8122	0	0	0.7126	3.5979	1.1354	5.1698	9.4956	4.1542	9.3362	4.6849	1.9081	15.0176	12.8084	1.3426	1.4653	3.4139	17.284	21.419	1.472	3.227	0	0.719	0.8484	3.1905	7.291	5.5355	14.7856	2.8657	2.3028	6.865	0	0.4211	0	0.5404	20.2784	0.6737	5.2395	0.6207	0	3.292
GTF2F2	0.7812	0	0	0.3134	1.3022	0.1591	1.6155	0.3989	1.3862	0.4422	0	0.4507	0.6731	0.6921	0.5112	0.8563	0.3553	0	0	0.3319	0.1516	0	0	0	0.8644	0	0.4996	0.6079	0	0	0	0.455	0.4058	0	0	0.6858	0	0.3665	0	0.7747	1.0479	0.6344	0.4098	0.4123	0.0635	0	0.183	0.4663	0.3042	0.307	0.1358	0.117	0.1593	0.205	0.7758	0	0	7.9539	0	0.072	0	0.0498	0.1039	2.5036	0.1	0	6.5505	0	10.2616	6.875	0	1.2509	0	0.7362	0.4966	0.4531	0	0.0965	0	0	0.5653	1.6893	4.6216	0	0	0	0	0	0	0	0	0	0	0.6039	0.5156	1.4473	0.8776	0.3471	0	0	0.8183	0.3192	0.1362	1.3633	1.1805	0.2852	0.87	0	0.0573	0	0.4766	0.8411	1.4494	0.5431	0.4838	0	0	0.5388	0.7295	0.1039	0.4903	0.1463	0.0852	0.1651	0.7009	0	0	0	0	0.6249	0	0	0	0	0.7574	0.6817	1.0162	0.3738	0.3451	0.1628	0.1045	0	0	0.8455	0.3994	0.1398	0	0.5103	0.0414	0.4554	0	0.8972	0.7695	0	0.8444	0	0	0.5717	0	0.346	0.3021	0.1706	1.4448	0.2546	0.5876	0.8995	0.6708	1.0021	0.6735	0.2312	0.0673	1.134	0.7605	1.2697	0.251	1.1395	0	0.6538	1.0099
NUCB1	7.7124	7.9274	9.5061	3.9235	2.2283	2.1459	5.2682	6.0365	8.1443	5.9731	11.7154	1.0791	2.6292	3.1196	7.0681	3.7806	2.5288	1.3842	1.0796	1.4361	7.5415	3.3333	3.5369	3.6974	4.0995	4.4776	3.6778	0.6136	1.5931	1.9131	3.0907	7.4317	5.3736	3.5371	5.4693	10.9672	5.9239	1.2106	5.3021	4.6403	1.9212	2.3888	8.9218	5.6447	3.9614	0.9759	1.1939	2.7925	4.0892	5.2684	1.989	2.8704	3.1851	2.5856	4.926	2.3723	0.6175	1.7166	1.0356	0.7306	1.7958	2.6613	1.4099	1.8179	1.0033	1.7309	0.8545	3.4016	1.7451	1.6154	2.9253	3.9763	3.5294	5.2243	3.1459	3.5643	3.3989	7.8108	2.4824	11.5464	3.6941	5.4507	6.8126	4.8491	1.6257	1.7396	1.0042	3.26	4.8682	2.3369	1.3402	2.313	3.2385	3.2756	5.9677	1.9977	2.3833	5.0218	0.9072	3.7791	1.6199	2.5063	4.6841	9.9574	1.5659	1.2262	2.622	1.0351	4.9381	1.9764	3.2569	3.1542	6.7816	2.4947	3.168	4.569	4.2571	3.3016	4.2046	6.3005	2.807	4.5083	4.9154	1.7138	5.4144	0.9581	2.4198	4.3418	0.9396	1.6647	2.1602	1.3384	4.0798	2.1445	4.7718	2.0618	8.7497	3.2009	2.7501	1.2486	5.0621	1.6416	1.6176	1.5662	5.2135	4.045	2.7531	0.671	3.4105	4.6175	3.7151	6.843	2.5995	1.1827	4.1975	6.5626	3.1867	5.3047	4.5024	1.829	2.8915	2.466	0.5627	7.8724	3.1165	2.1045	2.7966	4.1394	3.1422	1.3497	1.4637	5.0579	3.4179	5.4253	3.6017	5.2619	3.2232	4.24	4.1797
KARS	3.3575	1.6029	3.6991	0.1847	2.4822	0.9204	5.3133	1.1289	2.972	2.1332	1.4338	1.906	1.6845	1.7009	3.6629	2.8493	2.8154	4.0291	2.4255	5.4816	7.1517	5.621	3.6795	3.7704	2.9907	5.1837	1.7813	1.6544	4.6332	2.2892	3.5284	4.7974	3.0308	1.351	1.5673	8.3838	1.011	1.0164	1.9178	0.9482	1.262	0.2907	0.2528	0.7844	0.8124	0.5194	0.2837	1.1643	0.7071	1.0397	0.0867	0.5603	0.6946	0.2539	1.6451	1.716	2.1173	1.1744	3.3768	1.3233	1.0967	0.6742	0.8173	10.4012	2.3136	0.5305	1.1661	1.3225	1.0346	5.115	1.0381	3.9381	1.3614	4.3206	1.2454	1.7266	0.5171	1.5566	0.4137	1.8312	1.4867	1.3825	1.8124	0.9165	4.9755	0.7795	1.5414	1.8121	2.8386	1.9953	2.2382	2.5132	1.2614	1.9211	1.6197	2.1217	2.6298	1.7331	0.2653	1.7581	4.4975	1.9668	2.2089	6.3329	0.8476	2.2448	6.1447	0.5301	3.3783	1.3493	1.5695	1.4883	2.2308	4.9246	3.3171	4.3926	3.1819	1.8802	5.6812	7.9706	4.8214	2.4501	2.3988	4.3654	4.8047	0.2648	2.13	0.8634	0.8962	0.7277	6.7903	1.3851	0.6343	0.8296	0.587	3.0945	5.7731	5.1815	1.6034	1.4276	3.7836	0.9968	0.9163	4.3774	1.7649	3.6774	2.6424	0.8123	1.1083	3.0799	0.7117	4.5596	10.5835	0.4283	8.341	2.0528	6.5364	3.8239	2.9803	0.6761	0.424	0.2019	2.406	3.6756	2.6698	2.3661	4.6433	10.6052	4.5025	3.1602	1.2926	4.3812	4.5842	4.1028	1.4944	3.32	1.2635	1.6814	3.0928
C1S	1.4513	0	1.0189	0	0.9009	0.0434	0.2932	0	0	0.6716	2.13	0.3428	1.3382	0.8529	0.0492	4.4262	0.3515	0.1823	0	1.8746	0.0647	5.4515	2.6424	1.7269	7.6613	0.943	0.9937	0.4227	0	0.2438	0	0	0	0.0481	0.0741	0.1481	0.0374	0.8805	0	0.1105	0	0.1973	0.3453	0.0411	0.0185	0.4401	0.1278	0	0.2731	0.1813	0.1083	0	0.0775	0.2494	0.3108	0	0.2947	0.1928	0.0896	0.1308	0	0	0.1476	0	0.7425	0.0272	0.0282	0.7799	0.0156	0.0401	0	0.2211	0	0.1201	0.3588	0	0.2662	0.0965	0.1481	0.3848	0.4487	0.1264	0.17	0.5471	0	3.6562	0.0838	0.4495	2.083	0.4919	2.0881	0.2505	0.0837	0.3058	1.4624	0.5544	0.717	0.7493	0.0357	0.3488	0.1933	0.1928	0.0412	0	0	0.0176	0.2452	3.8535	0.138	0.1848	0.7391	2.9471	1.5595	0.1397	1.9068	5.3013	2.6834	0.0631	0.1009	4.9664	0.5057	1.8897	0.9202	0.5031	0.4624	0.2301	0.056	0.2072	0	0.1048	0.1938	0.2293	0.8461	0.505	0.431	0.083	0.0286	0	0.1654	1.4048	0.5181	0	0	0.6861	10.9049	1.1723	9.5007	1.1961	2.2625	0.238	1.1926	0.7296	0	0.4762	0.0365	1.1601	0.4148	5.4926	0	3.22	0.1905	0.5105	0.0863	0.1798	0.7547	1.2032	1.2779	0.9812	3.0879	0.3472	0.0823	1.3333	0	0.0827	2.7027	0.6077	2.5279	2.0575	0.3103
PFDN5	0	2.6279	2.2325	3.0029	0.8437	0	2.7858	1.726	0.9319	0	5.1284	1.2915	1.5868	3.405	3.8506	3.811	2.7916	3.0724	1.6681	6.1528	6.7174	1.963	6.1751	7.7373	1.4245	4.2822	4.8291	0.6365	0	0	0.5369	3.9335	0	0.8621	1.481	0.975	0.2083	3.9354	3.9415	3.7585	2.7722	1.087	2.6516	3.3753	3.4737	2.5924	0.2534	3.841	5.6109	3.7452	2.9932	3.2399	3.9448	0.8392	4.1428	6.28	1.682	4.4437	44.3114	2.6452	5.4988	5.1842	0	4.7781	6.7053	1.5537	9.2488	5.3877	1.4254	9.6778	6.4907	10.9014	5.7211	9.0872	12.2041	6.7917	4.3884	4.0968	2.6016	3.7974	2.7464	4.7372	3.3975	2.8453	4.0549	0.9324	2.0146	1.7225	0.889	3.2946	1.9408	3.983	0	0.547	1.709	5.7574	3.4912	2.1008	0.606	0.7408	12.0602	1.1572	1.5237	8.2475	2.7806	2.9158	2.884	3.4809	6.9107	2.1344	4.5051	1.0565	3.1571	4.4971	2.7202	1.5137	2.382	2.3944	4.582	3.3519	1.0746	3.8356	3.324	0.7785	3.1379	1.0481	2.5806	5.9731	4.0463	1.3086	2.9069	1.1251	1.0404	1.3113	3.3778	1.7192	2.6104	0	1.3452	1.7264	0.7838	1.5748	1.5963	2.4794	3.6111	2.2444	1.832	2.3345	1.5488	0	5.498	7.8444	4.4	0.2565	3.7982	2.4017	6.4729	3.7219	4.1048	0.693	0.7902	2.233	4.0895	5.0887	4.3452	7.1452	3.674	8.961	4.5	0.9988	1.4983	2.396	3.561	5.4133	0.5266	8.4938	2.9263	1.6893	4.2388
PFDN1	6.5868	10.9903	6.4954	1.8529	2.1749	1.0468	5.7159	2.3373	5.5008	1.955	2.4208	0.9311	1.18	1.7345	2.4327	1.6483	1.6573	2.7687	0.6665	2.8812	3.1546	2.8968	2.1667	1.2094	2.2416	1.2891	2.6261	2.2979	0	0.4855	1.5826	2.4165	0.6508	0.5528	0	2.4361	0.1934	1.4765	1.2643	0.3908	0.382	0	0	0.1576	0.5147	0.1029	0	0.2827	0.5118	0.3007	0	0.3487	0.7147	0.1879	1.2078	0.0599	0	0	1.0554	0.4268	0.4284	0.406	0.2975	0	0.6286	0.4499	0	1.2144	0.3558	0	0	3.3492	0.7311	4.6308	0.8027	0.4049	0	0.337	0	0.3525	4.0156	1.5783	0	0	5.401	4.0547	0.7795	4.0928	1.4733	2.0629	4.8553	3.7468	0.6582	1.0804	4.957	1.6842	3.0199	0	1.0682	3.8332	2.5363	0.5989	0.744	2.4642	3.192	0	1.4574	0	2.2434	2.2553	0	1.7432	2.0005	1.8476	6.5133	7.8168	4.955	0.3905	2.3715	3.7348	2.9164	4.4474	2.9648	1.6407	6.2656	3.3257	1.8007	0.4168	1.0529	0.9923	1.7678	9.9225	1.3763	1.4267	2.4796	4.5959	1.89	1.3611	0	0.1703	2.9908	0.3487	3.2908	1.6984	1.7065	2.8965	1.8466	2.3899	3.0045	0.1926	12.1594	6.8091	2.6474	0	2.2582	1.7525	4.377	2.0863	0	0.2479	1.4768	1.033	0	0.4164	1.5213	0.3473	2.8375	0.4888	2.7156	1.0041	0.6583	0	2.2899	3.4528	0.8725	2.8962	5.7983	1.2457	1.507
NDUFV1	6.086	0.0491	0.7832	2.8902	2.0876	2.0224	4.662	2.4864	4.0983	5.174	0.1835	2.9512	8.0114	2.7445	5.3894	3.6948	4.5512	1.7694	2.5008	1.0507	4.1216	6.7675	2.899	3.658	1.1951	2.6426	4.3761	1.7073	3.2505	1.2592	1.259	0.0595	3.6567	4.3381	1.2202	1.5828	0.2053	1.7352	1.427	2.8636	1.1325	1.4611	4.2599	2.2138	26.784	4.822	3.2756	7.5196	11.8036	14.0572	9.4054	15.5342	4.9898	1.2081	3.0696	2.3772	0.5928	1.772	1.2111	4.1783	4.7329	2.8145	2.6437	1.2039	2.0671	3.4423	1.5127	1.6764	6.6608	1.6446	3.9961	2.8785	4.1588	2.6779	6.5005	3.0949	3.0202	3.4932	1.9827	6.2519	1.8187	2.7581	12.333	1.2218	0	0.6598	0.0855	0.8599	3.5041	0.9478	0.4747	0.884	5.9312	1.3662	4.7878	3.2843	2.5148	7.1787	1.3402	3.8779	3.3238	1.8793	3.4738	3.5966	1.6856	1.3222	0.3726	0	1.9502	0.9224	0.6381	2.378	2.7218	2.7047	1.4375	3.389	6.6648	0.6605	3.355	6.1577	5.3806	5.7661	1.7267	5.7908	7.2426	0.0718	1.1033	10.8749	0.2404	1.8605	1.5612	7.9901	0.6735	1.9641	1.2143	0.9792	2.7288	3.3374	3.7383	0.8365	3.2645	0.6756	0.0773	1.5767	3.669	2.1696	2.4317	0.6855	3.7306	0.6761	1.9095	0.8477	1.4874	0.9603	1.2275	0.3513	1.0857	4.0162	2.0347	0.7398	1.0803	1.4456	3.3089	1.3199	1.5259	1.1005	0.7746	0.8261	2.8474	0.8984	0.6293	2.0734	0.8067	3.5062	1.0918	0.6011	1.1384	8.0732	0.8651
PDIA6	138.3214	472.6712	495.1102	356.631	40.1698	195.9936	235.9335	269.5765	182.9545	244.6404	642.9962	82.7325	249.9751	103.0991	198.4967	213.3948	97.9285	172.527	60.9562	124.265	137.8548	118.9619	147.9285	277.7931	236.9185	182.287	278.2223	199.2866	55.6083	82.8967	113.1052	549.8314	230.9523	143.2814	28.6434	108.3972	75.7289	168.3993	153.8843	446.3492	247.2859	192.1041	577.3982	326.6198	557.3258	178.8302	46.2486	297.4343	218.1047	394.1732	181.8373	402.6385	134.1083	151.8019	366.8643	88.5449	10.0976	50.2427	429.6034	62.5198	89.907	177.5414	59.8562	163.4336	217.1465	68.2734	301.9655	474.2291	196.4428	93.5406	155.3634	176.001	444.9143	196.5563	304.1234	261.6416	319.2082	394.5099	159.3394	415.2629	391.3832	224.4863	418.1209	383.6031	292.4439	50.8958	151.4025	232.5057	121.5021	119.1174	50.2946	164.6794	39.3138	57.9716	129.5854	228.9036	222.4531	227.2481	70.8387	31.9005	100.8548	40.628	68.0479	226.772	127.4622	45.4694	79.8994	85.9787	118.3194	65.823	54.3558	86.8097	180.9444	36.949	50.7571	196.6289	95.1146	184.9512	192.9051	71.4544	79.107	136.143	99.7139	53.4238	131.34	58.1242	282.0177	138.7723	237.7551	78.0889	22.0408	89.8076	170.741	216.7496	150.9282	95.1645	75.5071	116.3815	62.6722	91.1709	160.5022	174.2041	46.8617	29.7133	261.942	113.9986	280.3135	77.0369	154.9422	161.2713	121.2589	148.9182	142.7183	42.3541	37.5776	51.1582	224.6598	277.1375	224.9698	52.7359	89.041	52.3911	171.9355	148.2201	268.9635	262.6279	152.647	180.7303	148.7192	29.1052	114.4489	325.8209	145.9345	526.7213	147.9777	214.2674	95.4311	37.4638	149.6934
CD151	0.1727	0	0	0	0	0	0	0	0.0427	0.0644	0.1871	0	0	0	1.6072	0.0727	0	0.219	0	0.1264	0.1115	0.3098	0	0	0.4792	0.2909	0	0	0	0	0	0	0	0	0	1.2703	0	0	0.769	0	0	0	0	0	0	0.1609	0	0	0	0	0.0441	0	0.03	0	0	0	0	0	1.0249	0.862	0	0.782	0	1.3184	0	0	0	0	0	0	0	0	0	0	1.1513	0	0	0	0.6174	0	0.3405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2077	0	0	0.2673	0.461	1.5704	0.5209	0.2217	1.0662	0.0651	0.192	0.1636	0	1.2024	1.3221	1.644	1.9294	2.0715	0	6.3123	0.0784	0	0	1.3659	0	0.2035	1.0984	0	3.4881	2.3248	0	0.2019	0	1.0007	0	0.4242	0	0	0	0.1553	0.8884	0.4043	0.57	0	0	0	0	0	0.1678	0.1272	0	5.3735	0	5.0398	0	0	0	0.0437	0	0.0565	0.4396	0	0	1.3576	0	0	0	0	0	0.7447	0.5305	0.816	1.767	0	0	0	0.5091	0	0	0.2194	0	0	1.5517	0
HEBP2	0.1058	0	0.705	0.1005	0.3879	0	0	0.9383	0.1292	1.2136	0.1531	0.4627	0	0.365	2.0757	0	0	1.9424	0.2032	0.5368	3.3099	0.6073	0	6.1482	2.3688	0.8136	1.1686	0.8714	1.4318	0.4923	2.9357	3.4378	1.2788	1.5009	1.3003	2.379	1.9232	0.5128	2.3605	0	0.2244	0.8333	1.664	10.0096	1.7225	1.9241	0.2792	0.7263	0.82	1.0556	0.5701	1.1526	0	0.5879	1.3766	4.5796	1.382	1.6434	1.7782	3.101	3.1582	3.9832	7.185	3.1105	2.3453	2.5143	5.3815	2.8771	4.6477	0	1.5229	0.0442	1.8506	0.1041	2.6332	2.0372	2.8841	4.4717	1.0547	2.1047	1.1919	4.255	1.6861	2.9103	0.538	2.7408	0.5782	1.0949	2.7032	6.6652	1.5488	1.6582	0.1855	0.1004	1.0541	0	0.4149	1.3177	1.301	21.4721	2.9711	17.7315	0.7443	8.4561	2.3263	9.2936	0.7025	0	2.2216	3.3243	0.8208	0.5354	2.1546	0.8774	1.588	3.7715	1.4979	14.0829	0.9107	3.4138	1.5885	0	0.2184	2.7217	4.7791	0.4008	0.8034	1.4139	19.7979	0.7066	0.8785	0.3136	0.7001	0.8231	2.9221	2.8368	7.2136	0.4826	1.1527	1.3169	0.3678	0.1892	0.1897	0	7.3024	1.2848	4.5757	0.6321	3.3953	0	0.3537	12.3831	0.7461	0.2455	4.5396	0.3692	0.4665	0.7695	0.9808	0	0.5079	1.8098	0	0.1792	1.6	1.1116	0.8073	1.3589	0.8817	1.479	1.6867	1.4128	0.8888	1.3208	1.4928	5.1344	4.0827	1.4175	2.5853
